gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,pup.age.at.injection,cell.age
GSE118953,GSM3352997,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352998,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3352999,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353000,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353001,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353002,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353003,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353004,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353005,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353006,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353007,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353008,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353009,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353010,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353011,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353012,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353013,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353014,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353015,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353016,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353017,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353018,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353019,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353020,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353021,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353022,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353023,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353024,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353025,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353026,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353027,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353028,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353029,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353030,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353031,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353032,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353033,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353034,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353035,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353036,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353037,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353038,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353039,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353040,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353041,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353042,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353043,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353044,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353045,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353046,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353047,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353048,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353049,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353050,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353051,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353052,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353053,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353054,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353055,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353056,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353057,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353058,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353059,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353060,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353061,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353062,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353063,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353064,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353065,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353066,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353067,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353068,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353069,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353070,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353071,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353072,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353073,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353074,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353075,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353076,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353077,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353078,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353079,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353080,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353081,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353082,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353083,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353084,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353085,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353086,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353087,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353088,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353089,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353090,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353091,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353092,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353093,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353094,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353095,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353096,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353097,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353098,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353099,cortical cells,Mus musculus,NONE,E15,1H
GSE118953,GSM3353100,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353101,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353102,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353103,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353104,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353105,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353106,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353107,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353108,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353109,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353110,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353111,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353112,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353113,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353114,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353115,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353116,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353117,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353118,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353119,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353120,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353121,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353122,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353123,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353124,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353125,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353126,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353127,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353128,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353129,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353130,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353131,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353132,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353133,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353134,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353135,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353136,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353137,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353138,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353139,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353140,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353141,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353142,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353143,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353144,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353145,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353146,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353147,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353148,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353149,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353150,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353151,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353152,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353153,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353154,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353155,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353156,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353157,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353158,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353159,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353160,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353161,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353162,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353163,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353164,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353165,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353166,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353167,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353168,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353169,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353170,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353171,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353172,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353173,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353174,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353175,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353176,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353177,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353178,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353179,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353180,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353181,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353182,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353183,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353184,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353185,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353186,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353187,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353188,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353189,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353190,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353191,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353192,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353193,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353194,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353195,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353196,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353197,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353198,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353199,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353200,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353201,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353202,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353203,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353204,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353205,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353206,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353207,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353208,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353209,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353210,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353211,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353212,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353213,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353214,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353215,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353216,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353217,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353218,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353219,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353220,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353221,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353222,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353223,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353224,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353225,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353226,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353227,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353228,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353229,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353230,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353231,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353232,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353233,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353234,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353235,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353236,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353237,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353238,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353239,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353240,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353241,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353242,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353243,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353244,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353245,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353246,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353247,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353248,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353249,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353250,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353251,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353252,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353253,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353254,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353255,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353256,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353257,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353258,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353259,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353260,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353261,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353262,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353263,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353264,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353265,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353266,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353267,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353268,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353269,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353270,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353271,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353272,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353273,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353274,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353275,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353276,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353277,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353278,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353279,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353280,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353281,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353282,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353283,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353284,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353285,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353286,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353287,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353288,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353289,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353290,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353291,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353292,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353293,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353294,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353295,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353296,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353297,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353298,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353299,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353300,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353301,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353302,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353303,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353304,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353305,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353306,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353307,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353308,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353309,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353310,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353311,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353312,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353313,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353314,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353315,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353316,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353317,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353318,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353319,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353320,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353321,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353322,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353323,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353324,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353325,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353326,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353327,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353328,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353329,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353330,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353331,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353332,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353333,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353334,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353335,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353336,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353337,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353338,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353339,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353340,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353341,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353342,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353343,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353344,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353345,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353346,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353347,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353348,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353349,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353350,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353351,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353352,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353353,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353354,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353355,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353356,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353357,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353358,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353359,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353360,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353361,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353362,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353363,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353364,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353365,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353366,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353367,cortical cells,Mus musculus,NONE,E12,24H
GSE118953,GSM3353368,cortical cells,Mus musculus,NONE,E13,24H
GSE118953,GSM3353369,cortical cells,Mus musculus,NONE,E13,24H
GSE118953,GSM3353370,cortical cells,Mus musculus,NONE,E13,24H
GSE118953,GSM3353371,cortical cells,Mus musculus,NONE,E13,24H
GSE118953,GSM3353372,cortical cells,Mus musculus,NONE,E13,24H
GSE118953,GSM3353373,cortical cells,Mus musculus,NONE,E13,24H
GSE118953,GSM3353374,cortical cells,Mus musculus,NONE,E13,24H
GSE118953,GSM3353375,cortical cells,Mus musculus,NONE,E13,24H
GSE118953,GSM3353376,cortical cells,Mus musculus,NONE,E13,24H
GSE118953,GSM3353377,cortical cells,Mus musculus,NONE,E13,24H
GSE118953,GSM3353378,cortical cells,Mus musculus,NONE,E13,24H
GSE118953,GSM3353379,cortical cells,Mus musculus,NONE,E13,24H
GSE118953,GSM3353380,cortical cells,Mus musculus,NONE,E13,24H
GSE118953,GSM3353381,cortical cells,Mus musculus,NONE,E13,24H
GSE118953,GSM3353382,cortical cells,Mus musculus,NONE,E13,24H
GSE118953,GSM3353383,cortical cells,Mus musculus,NONE,E13,24H
