gse_id,gsm_id,source_name_ch1,organism_ch1,supplementary_file_1,sex,age
GSE182211,GSM5591585,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591586,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591587,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591588,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591589,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591590,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591591,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591592,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591593,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591594,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591595,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591596,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591597,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591598,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591599,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591600,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591601,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591602,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591603,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591604,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591605,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591606,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591607,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591608,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591609,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591610,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591611,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591612,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591613,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591614,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591615,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591616,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591617,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591618,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591619,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591620,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591621,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591622,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591623,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591624,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591625,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591626,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591627,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591628,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591629,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591630,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591631,Human - dLGN - MC,Homo sapiens,NONE,M,54
GSE182211,GSM5591632,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591633,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591634,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591635,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591636,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591637,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591638,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591639,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591640,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591641,Human - dLGN - KC,Homo sapiens,NONE,M,54
GSE182211,GSM5591642,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591643,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591644,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591645,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591646,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591647,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591648,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591649,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591650,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591651,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591652,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591653,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591654,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591655,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591656,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591657,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591658,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591659,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591660,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591661,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591662,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591663,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591664,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591665,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591666,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591667,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591668,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591669,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591670,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591671,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591672,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591673,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591674,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591675,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591676,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591677,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591678,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591679,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591680,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591681,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591682,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591683,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591684,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591685,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591686,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591687,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591688,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591689,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591690,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591691,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591692,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591693,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591694,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591695,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591696,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591697,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591698,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591699,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591700,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591701,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591702,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591703,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591704,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591705,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591706,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591707,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591708,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591709,Human - dLGN - MC,Homo sapiens,NONE,F,43
GSE182211,GSM5591710,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591711,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591712,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591713,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591714,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591715,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591716,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591717,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591718,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591719,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591720,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591721,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591722,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591723,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591724,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591725,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591726,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591727,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591728,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591729,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591730,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591731,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591732,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591733,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591734,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591735,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591736,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591737,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591738,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591739,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591740,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591741,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591742,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591743,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591744,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591745,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591746,Human - dLGN - PC,Homo sapiens,NONE,M,54
GSE182211,GSM5591747,Human - dLGN - PC,Homo sapiens,NONE,M,54
